id	device_type	instrument_type	wattage	purpose	position	unit_number	color	dimmer	channel	address	universe	u_address	circuit_number	circuit_name	system	user_field_1	user_field_2	user_field_3	user_field_4	user_field_5	user_field_6	num_channels	frame_size	field_angle	field_angle_2	beam_angle	beam_angle_2	weight	gobo_1	gobo_1_rotation	gobo_2	gobo_2_rotation	gobo_shift	mark	draw_beam	draw_beam_as_3d_solid	use_vertical_beam	show_beam_at	falloff_distance	lamp_rotation_angle	top_shutter_depth	top_shutter_angle	left_shutter_depth	left_shutter_angle	right_shutter_depth	right_shutter_angle	bottom_shutter_depth	bottom_shutter_angle	symbol_name	use_legend	flip_front_and_back_legend_text	flip_left_and_right_legend_text	focus	set_3d_orientation	x_rotation	y_rotation	x_location	y_location	z_location	fixtureid	__uid	accessories	created_at	updated_at	production_id
550	Light	MR 16	750 W	WALL WASH	CATWALK R1	I1	RED	49	272	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1°	17°	1°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	R40 2.5' RIGHT	FOH	False	False	-	False	0	0	-38'3.189	42'2.402	216'0	-	-	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
551																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
552	Light	MR 16	750 W	WALL WASH	CATWALK L1	E1	BLUE	72	295	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1°	17°	1°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	R40 2.5' LEFT	FOH	False	False	-	False	0	0	37'10.553	47'8.08	216'0	-	-	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
553																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
554	Light	MR 16	750 W	WALL WASH	CATWALK SL1	F2	GREEN	71	285	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1°	17°	1°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	R40 2.5' CTR	FOH	False	False	-	False	0	0	37'10.478	45'1.544	216'0	-	-	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
555																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
556	Light	MR 16	750 W	WALL WASH	CATWALK L1	N1	RED	70	275	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1°	17°	1°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	R40 2.5' RIGHT	FOH	False	False	-	False	0	0	37'10.478	42'7.009	216'0	-	-	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
557																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
558	Light	MR 16	750 W	WALL WASH	CATWALK R1	M1	BLUE	45	291	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1°	17°	1°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	R40 2.5' LEFT	FOH	False	False	-	False	0	0	-38'3.264	55'.912	216'0	-	-	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
559																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
560	Light	MR 16	750 W	WALL WASH	CATWALK R1	G1	GREEN	44	281	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1°	17°	1°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	R40 2.5' CTR	FOH	False	False	-	False	0	0	-38'3.189	52'6.376	216'0	-	-	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
561																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
562	Light	MR 16	750 W	WALL WASH	CATWALK R1	E1	RED	43	271	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1°	17°	1°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	R40 2.5' RIGHT	FOH	False	False	-	False	0	0	-38'3.189	49'11.841	216'0	-	-	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
563																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
564	Light	MR 16	750 W	WALL WASH	CATWALK L1	C1	BLUE	78	294	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1°	17°	1°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	R40 2.5' LEFT	FOH	False	False	-	False	0	0	37'10.553	55'7.231	216'0	-	-	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
565																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
566	Light	MR 16	750 W	WALL WASH	CATWALK L1	P1	GREEN	77	284	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1°	17°	1°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	R40 2.5' CTR	FOH	False	False	-	False	0	0	37'10.478	53'.696	216'0	-	-	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
567																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
568	Light	MR 16	750 W	WALL WASH	CATWALK L1	P2	RED	76	274	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1°	17°	1°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	R40 2.5' RIGHT	FOH	False	False	-	False	0	0	37'10.478	50'6.161	216'0	-	-	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
569																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
570	Light	MR 16	750 W	WALL WASH	CATWALK R1	P1	BLUE	45	291	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1°	17°	1°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	R40 2.5' LEFT	FOH	False	False	-	False	0	0	-38'3.264	62'9.667	216'0	-	-	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
571																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
572	Light	MR 16	750 W	WALL WASH	CATWALK R1	C1	GREEN	44	281	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1°	17°	1°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	R40 2.5' CTR	FOH	False	False	-	False	0	0	-38'3.189	60'3.131	216'0	-	-	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
573																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
574	Light	MR 16	750 W	WALL WASH	CATWALK R1	A1	RED	43	271	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1°	17°	1°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	R40 2.5' RIGHT	FOH	False	False	-	False	0	0	-38'3.189	57'8.596	216'0	-	-	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
575																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
576	Light	MR 16	750 W	WALL WASH	CATWALK L1	B1	BLUE	78	294	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1°	17°	1°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	R40 2.5' LEFT	FOH	False	False	-	False	0	0	37'10.553	63'7.753	216'0	-	-	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
577																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
578	Light	MR 16	750 W	WALL WASH	CATWALK L1	R1	GREEN	77	284	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1°	17°	1°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	R40 2.5' CTR	FOH	False	False	-	False	0	0	37'10.478	61'1.218	216'0	-	-	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
579																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
580	Light	MR 16	750 W	WALL WASH	CATWALK L1	R2	RED	76	274	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1°	17°	1°	12°	0	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	R40 2.5' RIGHT	FOH	False	False	-	False	0	0	37'10.478	58'6.682	216'0	-	-	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
581																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
582	Light	Source 4 26º	575W	Audience Cyan	A3	9	L172	258	406	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	Au2	False	0	0	3'8.557	42'9.939	0	-	1543.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
583																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
584	Light	Source 4 26º	575W	Downlight	A3	1	L202+R119	216	52	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	FA2	False	0	0	2'4	37'6.161	0	-	1541.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
585																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
586	Light	Source 4 26º	575W	Marley Area	A2	1	R54+R119	186	12	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	25°	17°	17°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	4'2	7°	Etc Source 4  26°	FOH	False	False	FB3	False	0	0	-11'4.25	30'8.05	0	-	1539.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
587																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
588	Light	Source 4 26º	575W	Audience Lav	A3	3	L180	226	404	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	Au2	False	0	0	-4'7.392	47'5.447	0	-	1540.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
589																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
590	Light	Source 4 26º	575W	Audience Amber	A3	7	L652	264	405	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	Au2	False	0	0	3'8.557	47'5.447	0	-	1542.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
591																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
592	Light	Source 4 26º	575W	Splat J Blue	A4	6	R80	294	451	-	-	-	-	-	E	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	Splat J	False	0	0	13'4.523	42'9.939	0	-	1545.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
593																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
594	Light	Source 4 26º	575W	Splat J Green	A4	4	R393	299	452	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	Splat J	False	0	0	13'4.523	47'5.447	0	-	1544.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
595																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
596	Light	Source 4 36º	575W	Splat E Blue	C4	3	R80	-	455	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Splat E	False	0	0	7'3.05	30'9.25	0	-	2178.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
597																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
598	Light	Source 4 36º	575W	Splat E Green	C4	4	R393	-	456	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Splat E	False	0	0	6'1.251	30'9.25	0	-	2179.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
599																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
600	Light	Source 4 26º	575W	Splat C Blue	C2	1	R80	-	453	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	Splat C	False	0	0	-15'0 1/2	29'2.039	0	-	2180.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
601																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
602	Light	Source 4 26º	575W	Splat C Green	C2	1	R393	-	454	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	Splat C	False	0	0	-15'0 1/2	30'5.471	0	-	2181.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
603																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
604	Light	COLORdash PARQuad 7	73	Hex Color	A3	-	-	Nd	221	-	-	-	-	-	A	-	-	-	-	-	-	1	-	22°	22°	12°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	PAR LED	FOH	False	False	Hex	False	0	0	5'7.11	41'9.805	0	-	2205.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
605																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
606	Light	COLORdash PARQuad 7	73	Center Color	B3	-	-	Nd	222	-	-	-	-	-	A	-	-	-	-	-	-	1	-	22°	22°	17°	17°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	PAR LED	FOH	False	False	-	False	0	0	-4'3	32'4.495	0	-	2206.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
607																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
608	Light	COLORdash PARQuad 7	73	Color Center	C4	-	-	Nd	223	-	-	-	-	-	A	-	-	-	-	-	-	1	-	22°	22°	17°	17°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	PAR LED	FOH	False	False	-	False	0	0	7'2	19'8 1/2	0	-	2207.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
609																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
610	Light	Source 4 19º	575W	Tensegrity High	B3	9	L201	214	203	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	FC2	False	0	0	-7.554	31'7.478	0	-	1940.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
611																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
612	Light	Source 4 19º	575W	Tensegrity High	D3	3	L201	205	204	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	FC2	False	0	0	-9.395	21'6.472	0	-	1962.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
613																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
614	Light	Source 4 19º	575W	Center Front	C2	2	L009+R132	210	205	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	FC2	False	0	0	-6'11.962	26'1.592	0	-	1948.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
615																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
616	Light	Source 4 19º	575W	Center Back	C4	2	L199+R132	248	206	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	FC2	False	0	0	6'9.058	26'1.506	0	-	1952.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
617																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
618	Light	Source 4 26º	575W	Hi Side Duet	A3	6	L199	259	209	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	25°	17°	17°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	FC2	False	0	0	10.687	50'4.543	0	-	1573.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
619																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
620	Light	Source 4 26deg	575W	Hex Front	B4	2	R54	291	210	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	25°	25°	17°	17°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	Hex	False	0	0	11'10.597	37'4.562	0	-	1937.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
621																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
622	Light	PAR 64 MFL	1KW	entrance area color	E3	4	L118	195	434	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	-5'1.331	4'1.034	0	-	1588.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
623																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
624	Light	PAR 64 MFL	1KW	entrance area color	E1	3	L118	126	433	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	-24'10.331	4'1.034	0	-	1593.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
625																																																															2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
626	Light	Source 4 26º	575W	Audience Amber	A1	1	L652	149	417	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	Au6	False	0	0	-24'10.239	42'9.939	0	-	1537.1.1.0.0	-	2016-02-01 19:44:49 UTC	2016-02-01 19:44:49 UTC	1
627																																																															2016-02-01 20:26:27 UTC	2016-02-01 20:26:27 UTC	1
628	Light	Source 4 26º	575W	-	A5	2	-	331	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	22'4.424	51'8.068	0	-	1517.1.1.0.0	-	2016-02-01 20:26:27 UTC	2016-02-01 20:26:27 UTC	1
629																																																															2016-02-01 20:26:27 UTC	2016-02-01 20:26:27 UTC	1
630	Light	Source 4 26º	575W	HIGH SIDES SR	A1	4	-	151	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	-24'10.239	47'5.447	0	-	1536.1.1.0.0	-	2016-02-01 20:26:27 UTC	2016-02-01 20:26:27 UTC	1
631																																																															2016-02-01 20:26:27 UTC	2016-02-01 20:26:27 UTC	1
632	Light	PAR 64 MFL	1KW	PAR HIGH SIDES SR	A1	2	-	150	-	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	-24'11.803	45'.902	0	-	1557.1.1.0.0	-	2016-02-01 20:26:27 UTC	2016-02-01 20:26:27 UTC	1
633																																																															2016-02-01 20:26:27 UTC	2016-02-01 20:26:27 UTC	1
634	Light	Source 4 26º	575W	-	A1	6	-	156	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	-24'2.92	51'8.566	0	-	1572.1.1.0.0	-	2016-02-01 20:26:27 UTC	2016-02-01 20:26:27 UTC	1
635																																																															2016-02-01 20:26:28 UTC	2016-02-01 20:26:28 UTC	1
636	Light	Source 4 19º	575W	-	A1	3	-	152	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	-22'5.013	46'2.513	0	-	1859.1.1.0.0	-	2016-02-01 20:26:28 UTC	2016-02-01 20:26:28 UTC	1
637																																																															2016-02-01 20:26:28 UTC	2016-02-01 20:26:28 UTC	1
638	Light	Source 4 19º	575W	-	A2	5	-	223	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	-10'7.927	48'7.775	0	-	1862.1.1.0.0	-	2016-02-01 20:26:28 UTC	2016-02-01 20:26:28 UTC	1
639																																																															2016-02-01 20:26:28 UTC	2016-02-01 20:26:28 UTC	1
640	Light	PAR 64 MFL	1KW	PAR HIGH SIDES SR	A2	2	-	184	-	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	-14'9.013	45'.986	0	-	1558.1.1.0.0	-	2016-02-01 20:26:28 UTC	2016-02-01 20:26:28 UTC	1
641																																																															2016-02-01 20:26:28 UTC	2016-02-01 20:26:28 UTC	1
642	Light	PAR 64 MFL	1KW	PAR HIGH SIDES SR	A3	2	-	221	-	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	-4'8.695	45'.986	0	-	1559.1.1.0.0	-	2016-02-01 20:26:28 UTC	2016-02-01 20:26:28 UTC	1
643																																																															2016-02-01 20:26:28 UTC	2016-02-01 20:26:28 UTC	1
644	Light	PAR 64 MFL	1KW	PAR HIGH SIDES SL	A3	8	-	257	-	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	3'6.994	45'.902	0	-	1560.1.1.0.0	-	2016-02-01 20:26:28 UTC	2016-02-01 20:26:28 UTC	1
645																																																															2016-02-01 20:26:28 UTC	2016-02-01 20:26:28 UTC	1
646	Light	Source 4 19º	575W	-	A4	2	-	263	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	...	False	0	0	9'4.261	49'.656	0	-	1857.1.1.0.0	-	2016-02-01 20:26:28 UTC	2016-02-01 20:26:28 UTC	1
647																																																															2016-02-01 20:26:28 UTC	2016-02-01 20:26:28 UTC	1
648	Light	PAR 64 MFL	1KW	PAR HIGH SIDES SL	A4	5	-	292	-	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	13'4.378	45'.902	0	-	1561.1.1.0.0	-	2016-02-01 20:26:28 UTC	2016-02-01 20:26:28 UTC	1
649																																																															2016-02-01 20:26:28 UTC	2016-02-01 20:26:28 UTC	1
650	Light	Source 4 26º	575W	HIGH SIDES SL	A5	4	-	336	-	-	-	-	-	-	-	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	23'8.761	47'5.447	0	-	1546.1.1.0.0	-	2016-02-01 20:26:28 UTC	2016-02-01 20:26:28 UTC	1
