id	device_type	instrument_type	wattage	purpose	position	unit_number	color	dimmer	channel	address	universe	u_address	circuit_number	circuit_name	system	user_field_1	user_field_2	user_field_3	user_field_4	user_field_5	user_field_6	num_channels	frame_size	field_angle	field_angle_2	beam_angle	beam_angle_2	weight	gobo_1	gobo_1_rotation	gobo_2	gobo_2_rotation	gobo_shift	mark	draw_beam	draw_beam_as_3d_solid	use_vertical_beam	show_beam_at	falloff_distance	lamp_rotation_angle	top_shutter_depth	top_shutter_angle	left_shutter_depth	left_shutter_angle	right_shutter_depth	right_shutter_angle	bottom_shutter_depth	bottom_shutter_angle	symbol_name	use_legend	flip_front_and_back_legend_text	flip_left_and_right_legend_text	focus	set_3d_orientation	x_rotation	y_rotation	x_location	y_location	z_location	fixtureid	__uid	accessories	created_at	updated_at	production_id
1847																																																															2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1848	Light	Source 4 36º	575W	Splat E Blue	C4	3	R80	-	455	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Splat E	False	0	0	7'3.05	30'9.25	0	-	2178.1.1.0.0	-	2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1849																																																															2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1850	Light	Source 4 36º	575W	Splat E Green	C4	4	R393	-	456	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	34°	17°	23°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 36°	FOH	False	False	Splat E	False	0	0	6'1.251	30'9.25	0	-	2179.1.1.0.0	-	2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1851																																																															2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1852	Light	Source 4 26º	575W	Splat C Blue	C2	1	R80	-	453	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	Splat C	False	0	0	-15'0 1/2	29'2.039	0	-	2180.1.1.0.0	-	2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1853																																																															2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1854	Light	Source 4 26º	575W	Splat C Green	C2	1	R393	-	454	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	Splat C	False	0	0	-15'0 1/2	30'5.471	0	-	2181.1.1.0.0	-	2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1855																																																															2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1856	Light	COLORdash PARQuad 7	73	Hex Color	A3	-	-	Nd	221	-	-	-	-	-	A	-	-	-	-	-	-	1	-	22°	22°	12°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	PAR LED	FOH	False	False	Hex	False	0	0	5'7.11	41'9.805	0	-	2205.1.1.0.0	-	2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1857																																																															2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1858	Light	COLORdash PARQuad 7	73	Center Color	B3	-	-	Nd	222	-	-	-	-	-	A	-	-	-	-	-	-	1	-	22°	22°	17°	17°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	PAR LED	FOH	False	False	-	False	0	0	-4'3	32'4.495	0	-	2206.1.1.0.0	-	2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1859																																																															2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1860	Light	COLORdash PARQuad 7	73	Color Center	C4	-	-	Nd	223	-	-	-	-	-	A	-	-	-	-	-	-	1	-	22°	22°	17°	17°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	PAR LED	FOH	False	False	-	False	0	0	7'2	19'8 1/2	0	-	2207.1.1.0.0	-	2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1861																																																															2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1862	Light	Source 4 19º	575W	Tensegrity High	B3	9	L201	214	203	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	FC2	False	0	0	-7.554	31'7.478	0	-	1940.1.1.0.0	-	2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1863																																																															2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1864	Light	Source 4 19º	575W	Tensegrity High	D3	3	L201	205	204	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	FC2	False	0	0	-9.395	21'6.472	0	-	1962.1.1.0.0	-	2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1865																																																															2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1866	Light	Source 4 19º	575W	Center Front	C2	2	L009+R132	210	205	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	FC2	False	0	0	-6'11.962	26'1.592	0	-	1948.1.1.0.0	-	2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1867																																																															2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1868	Light	Source 4 19º	575W	Center Back	C4	2	L199+R132	248	206	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	FC2	False	0	0	6'9.058	26'1.506	0	-	1952.1.1.0.0	-	2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1869																																																															2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1870	Light	Source 4 26º	575W	Hi Side Duet	A3	6	L199	259	209	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	25°	17°	17°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	FC2	False	0	0	10.687	50'4.543	0	-	1573.1.1.0.0	-	2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1871																																																															2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1872	Light	Source 4 26deg	575W	Hex Front	B4	2	R54	291	210	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	25°	25°	17°	17°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	Hex	False	0	0	11'10.597	37'4.562	0	-	1937.1.1.0.0	-	2016-02-01 22:52:16 UTC	2016-02-01 22:52:16 UTC	1
1873																																																															2016-02-01 22:52:17 UTC	2016-02-01 22:52:17 UTC	1
1874	Light	PAR 64 MFL	1KW	entrance area color	E3	4	L118	195	434	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	-5'1.331	4'1.034	0	-	1588.1.1.0.0	-	2016-02-01 22:52:17 UTC	2016-02-01 22:52:17 UTC	1
1875																																																															2016-02-01 22:52:17 UTC	2016-02-01 22:52:17 UTC	1
1876	Light	PAR 64 MFL	1KW	entrance area color	E1	3	L118	126	433	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	-24'10.331	4'1.034	0	-	1593.1.1.0.0	-	2016-02-01 22:52:17 UTC	2016-02-01 22:52:17 UTC	1
1877																																																															2016-02-01 22:52:17 UTC	2016-02-01 22:52:17 UTC	1
1878	Light	Source 4 26º	575W	Audience Amber	A1	1	L652	149	417	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	222	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	Au6	False	0	0	-24'10.239	42'9.939	0	-	1537.1.1.0.0	-	2016-02-01 22:52:17 UTC	2016-02-01 22:52:17 UTC	1
3238	Static Accessory	Iris	-	-	C1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	-22'5.094	26'3.622	216'0	-	1935.1.1.0.0	-	2016-02-01 22:56:05 UTC	2016-02-01 22:56:05 UTC	1
3239																																																															2016-02-01 22:56:05 UTC	2016-02-01 22:56:05 UTC	1
3481																																																															2016-02-01 22:56:07 UTC	2016-02-01 22:56:07 UTC	1
3131																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3132	Light	Source 4 26º	575W	-	A5	2	-	331	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	22'4.424	51'8.068	0	-	1517.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3133																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3134	Light	Source 4 26º	575W	HIGH SIDES SR	A1	4	-	151	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	-24'10.239	47'5.447	0	-	1536.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3135																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3136	Light	PAR 64 MFL	1KW	PAR HIGH SIDES SR	A1	2	-	150	-	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	-24'11.803	45'.902	0	-	1557.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3137																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3138	Light	Source 4 26º	575W	-	A1	6	-	156	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	-24'2.92	51'8.566	0	-	1572.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3139																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3140	Light	Source 4 19º	575W	-	A1	3	-	152	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	-22'5.013	46'2.513	0	-	1859.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3141																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3142	Light	Source 4 19º	575W	-	A2	5	-	223	-	-	-	-	-	-	A	-	-	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	-10'7.927	48'7.775	0	-	1862.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3143																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3144	Light	PAR 64 MFL	1KW	PAR HIGH SIDES SR	A2	2	-	184	-	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	-14'9.013	45'.986	0	-	1558.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3145																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3146	Light	PAR 64 MFL	1KW	PAR HIGH SIDES SR	A3	2	-	221	-	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	-4'8.695	45'.986	0	-	1559.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3147																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3148	Light	PAR 64 MFL	1KW	PAR HIGH SIDES SL	A3	8	-	257	-	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	3'6.994	45'.902	0	-	1560.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3149																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3150	Light	Source 4 19º	575W	-	A4	2	-	263	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	...	False	0	0	9'4.261	49'.656	0	-	1857.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3151																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3152	Light	PAR 64 MFL	1KW	PAR HIGH SIDES SL	A4	5	-	292	-	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	13'4.378	45'.902	0	-	1561.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3153																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3154	Light	Source 4 26º	575W	HIGH SIDES SL	A5	4	-	336	-	-	-	-	-	-	-	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	23'8.761	47'5.447	0	-	1546.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3155																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3156	Light	Source 4 26º	575W	HIGH SIDES SL	A5	7	-	326	-	-	-	-	-	-	-	-	-	-	-	-	-	1	6.25	25°	17°	17°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4  26°	FOH	False	False	-	False	0	0	23'8.761	42'9.939	0	-	1547.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3157																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3158	Light	PAR 64 MFL	1KW	PAR HIGH SIDES SL	A5	6	-	327	-	-	-	-	-	-	-	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	23'6.384	45'.902	0	-	1562.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3159																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3160	Light	Source 4 19º	575W	-	A5	5	-	325	-	-	-	-	-	-	-	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	21'9.521	46'2.116	0	-	1863.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3161																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3162	Light	Source 4 19º	575W	-	A3	5	-	228	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	-7.927	48'7.775	0	-	1867.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3163																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3164	Light	PAR 64 MFL	1KW	PAR HIGH SIDES SR	B1	2	-	140	-	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	-24'11.548	34'2.854	0	-	1568.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3165																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3166	Light	Source 4 19º	575W	-	B1	3	-	147	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	-23'1.006	36'3.222	0	-	1868.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3167																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3168	Static Accessory	Iris	-	-	B1	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	-22'3.194	36'3.222	216'0	-	1870.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3169																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3170	Light	Source 4 19º	575W	-	B2	4	-	185	-	-	-	-	-	-	A	-	IRIS	-	-	-	-	1	6.25	17°	17°	12°	12°	14lb	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Etc Source 4 19°	FOH	False	False	-	False	0	0	-13'1.554	36'10.514	0	-	1873.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3171																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3172	Static Accessory	Iris	-	-	B2	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	-13'1.554	36'.28	216'0	-	1874.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3173																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3174	Light	S4 PAR WFL	575W	DOWN WASH	B3	4	-	217	-	-	-	-	-	-	A	-	-	-	-	-	-	1	7.5	36°	17°	20°	12°	7.5lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Source 4 PAR WFL	FOH	False	False	-	False	0	0	-2'7.554	37'6.844	0	-	1882.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3175																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3176	Light	S4 PAR WFL	575W	DOWN WASH	B3	5	-	254	-	-	-	-	-	-	A	-	-	-	-	-	-	1	7.5	36°	17°	20°	12°	7.5lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Source 4 PAR WFL	FOH	False	False	-	False	0	0	1'4.446	37'6.844	0	-	1883.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3177																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3178	Light	S4 PAR WFL	575W	DOWN WASH	B4	1	-	253	-	-	-	-	-	-	A	-	-	-	-	-	-	1	7.5	36°	17°	20°	12°	7.5lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Source 4 PAR WFL	FOH	False	False	-	False	0	0	7'1.446	37'9.397	0	-	1884.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3179																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3180	Light	S4 PAR WFL	575W	DOWN WASH	B2	5	-	218	-	-	-	-	-	-	A	-	-	-	-	-	-	1	7.5	36°	17°	20°	12°	7.5lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Source 4 PAR WFL	FOH	False	False	-	False	0	0	-8'4.554	37'6.844	0	-	1885.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3181																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3182	Light	S4 PAR WFL	575W	DOWN WASH	B1	7	-	181	-	-	-	-	-	-	A	-	-	-	-	-	-	1	7.5	36°	17°	20°	12°	7.5lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Source 4 PAR WFL	FOH	False	False	-	False	0	0	-18'7.554	37'6.844	0	-	1886.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3183																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3184	Static Accessory	Iris	-	-	A1	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	-21'6.867	46'2.513	216'0	-	1891.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3185																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3186	Static Accessory	Iris	-	-	A2	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	-10'7.927	47'9.964	216'0	-	1892.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3187																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3188	Static Accessory	Iris	-	-	A3	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	-7.927	47'9.964	216'0	-	1893.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3189																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3190	Static Accessory	Iris	-	-	A4	2	-	-	-	-	-	-	-	-	A	-	-	-	-	-	-	1	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	9'3.95	48'1.889	216'0	-	1855.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3191																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3192	Static Accessory	Iris	-	-	A5	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0°	17°	0°	12°	-	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Iris	-	False	False	-	False	0	0	20'10.777	46'2.116	216'0	-	1895.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3193																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3194	Light	S4 PAR WFL	575W	DOWN WASH	B5	1	-	293	-	-	-	-	-	-	A	-	-	-	-	-	-	1	7.5	36°	17°	20°	12°	7.5lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Source 4 PAR WFL	FOH	False	False	-	False	0	0	17'4.446	37'6.844	0	-	1897.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3195																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3196	Light	PAR 64 MFL	1KW	PAR HIGH SIDES SL	E5	5	-	301	-	-	-	-	-	-	A	-	-	-	-	-	-	1	10	45°	17°	22°	12°	8lbs	-	0°	-	0°	0	-	False	False	False	Focus Point	5'0	0°	0	0°	0	0°	0	0°	0	0°	Par64 MFL*#	FOH	False	False	-	False	0	0	23'9.669	4'1.034	0	-	1583.1.1.0.0	-	2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
3197																																																															2016-02-01 22:56:04 UTC	2016-02-01 22:56:04 UTC	1
